item_id,theme_bucket,short_title,venue,year,source_md_path,source_pdf_relative_path,paper_table_bucket,resource_allocation_flag,resource_allocation_mechanism,allocation_signal,scheduler_timing_signal_flag,scoped_interface_flag,evidence_location,auditor_note
C1-050,04_systems_interconnect_scaling,Morphlux Transforming Torus Fabrics for Efficient Multi-tenant ML,,,kb_markdown/04_systems_interconnect_scaling/Morphlux_Transforming_Torus_Fabrics_for_Efficient_Multi-tenant_ML_arXiv2508.03674.md,04_systems_interconnect_scaling/Morphlux_Transforming_Torus_Fabrics_for_Efficient_Multi-tenant_ML_arXiv2508.03674.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-051,04_systems_interconnect_scaling,Photonic Fabric Platform for AI Accelerators,,,kb_markdown/04_systems_interconnect_scaling/Photonic_Fabric_Platform_for_AI_Accelerators_arXiv2507.14000.md,04_systems_interconnect_scaling/Photonic_Fabric_Platform_for_AI_Accelerators_arXiv2507.14000.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-052,04_systems_interconnect_scaling,Scaling Up Silicon Photonic-based Accelerators:,arXiv arXiv2109.08025,2021,kb_markdown/04_systems_interconnect_scaling/Scaling_Up_Silicon_Photonic-based_Accelerators_Challenges_and_Opportunities_arXiv2109.08025v4.md,04_systems_interconnect_scaling/Scaling_Up_Silicon_Photonic-based_Accelerators_Challenges_and_Opportunities_arXiv2109.08025v4.pdf,System interconnect / scaling,true,photonic accelerator scaling/resource budget analysis,"system size, link, and device budget",false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: scaling analysis allocates resources using system constraints.
C1-053,05_baseline_digital_models,Attention Is All You Need,,,kb_markdown/05_baseline_digital_models/Attention Is All You Need.md,05_baseline_digital_models/Attention Is All You Need.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-054,05_baseline_digital_models,BERT: Pre-training of Deep Bidirectional Transformers for,,,kb_markdown/05_baseline_digital_models/BERT_Pre-training_of_Deep_Bidirectional_Transformers_arXiv1810.04805.md,05_baseline_digital_models/BERT_Pre-training_of_Deep_Bidirectional_Transformers_arXiv1810.04805.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-055,05_baseline_digital_models,Cambricon-D Full-Network Differential Acceleration for Diffusion Models,,,kb_markdown/05_baseline_digital_models/Cambricon-D_Full-Network_Differential_Acceleration_for_Diffusion_Models.md,05_baseline_digital_models/Cambricon-D_Full-Network_Differential_Acceleration_for_Diffusion_Models.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-056,05_baseline_digital_models,Chinchilla Training Compute-Optimal Large Language Models,,,kb_markdown/05_baseline_digital_models/Chinchilla_Training_Compute-Optimal_Large_Language_Models_arXiv2203.15556.md,05_baseline_digital_models/Chinchilla_Training_Compute-Optimal_Large_Language_Models_arXiv2203.15556.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-057,05_baseline_digital_models,FlashAttention Fast Memory-Efficient Exact Attention,,,kb_markdown/05_baseline_digital_models/FlashAttention_Fast_Memory-Efficient_Exact_Attention_arXiv2205.14135.md,05_baseline_digital_models/FlashAttention_Fast_Memory-Efficient_Exact_Attention_arXiv2205.14135.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-058,05_baseline_digital_models,Language Models are Few-Shot Learners,,,kb_markdown/05_baseline_digital_models/GPT-3_Language_Models_are_Few-Shot_Learners_arXiv2005.14165.md,05_baseline_digital_models/GPT-3_Language_Models_are_Few-Shot_Learners_arXiv2005.14165.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-059,05_baseline_digital_models,"LLaMA: Open and Efficient Foundation Language Models Hugo Touvron∗, Thibaut Lavril∗, Gautier Izacard∗, Xavier Martinet Marie-Anne Lachaux, Timothee Lacroix, Baptiste Rozière, Naman Goyal",,,kb_markdown/05_baseline_digital_models/LLaMA_Open_and_Efficient_Foundation_Language_Models_arXiv2302.13971.md,05_baseline_digital_models/LLaMA_Open_and_Efficient_Foundation_Language_Models_arXiv2302.13971.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-060,05_baseline_digital_models,"MOBILEVIT: LIGHT-WEIGHT, GENERAL-PURPOSE, AND MOBILE-FRIENDLY VISION TRANSFORMER",,,kb_markdown/05_baseline_digital_models/MobileViT.md,05_baseline_digital_models/MobileViT.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-061,05_baseline_digital_models,PaLM: Scaling Language Modeling with Pathways,,,kb_markdown/05_baseline_digital_models/PaLM_Scaling_Language_Modeling_with_Pathways_arXiv2204.02311.md,05_baseline_digital_models/PaLM_Scaling_Language_Modeling_with_Pathways_arXiv2204.02311.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-062,05_baseline_digital_models,"Efficient Memory Management for Large Language Model Serving with Paged Attention Woosuk Kwon1, ∗ Zhuohan Li1, ∗ Siyuan Zhuang1 Ying Sheng1, 2 Lianmin Zheng1 Cody Hao Yu3",,,kb_markdown/05_baseline_digital_models/PagedAttention_Efficient_Memory_Management_for_LLM_Serving_arXiv2309.06180.md,05_baseline_digital_models/PagedAttention_Efficient_Memory_Management_for_LLM_Serving_arXiv2309.06180.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-063,06_robustness_and_noise_resilience,Asymmetrical estimator for training encapsulated deep,arXiv arXiv2405.18458,2024,kb_markdown/06_robustness_and_noise_resilience/Asymmetrical_estimator_for_training_encapsulated_deep_photonic_neural_networks_arXiv2405.18458.md,06_robustness_and_noise_resilience/Asymmetrical_estimator_for_training_encapsulated_deep_photonic_neural_networks_arXiv2405.18458.pdf,Robustness / noise,true,hardware-aware training estimator for photonic networks,hardware error and training-gradient signal,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: training adaptation responds to hardware nonideality.
C1-064,06_robustness_and_noise_resilience,Control-free and efficient integrated photonic neural networks via hardware-aware training and pruning,arXiv arXiv2401.08180,2024,kb_markdown/06_robustness_and_noise_resilience/Control-free_and_efficient_integrated_photonic_neural_networks_via_hardware-aware_training_and_pruning_arXiv2401.08180.md,06_robustness_and_noise_resilience/Control-free_and_efficient_integrated_photonic_neural_networks_via_hardware-aware_training_and_pruning_arXiv2401.08180.pdf,Robustness / noise,true,hardware-aware training and pruning,hardware error and pruning saliency,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: pruning uses hardware-aware local signals.
C1-065,06_robustness_and_noise_resilience,Harnessing Optoelectronic Noises in a Photonic Generative Network,arXiv arXiv2109.08622,2021,kb_markdown/06_robustness_and_noise_resilience/Harnessing_Optoelectronic_Noises_in_a_Photonic_Generative_Network_arXiv2109.08622.md,06_robustness_and_noise_resilience/Harnessing_Optoelectronic_Noises_in_a_Photonic_Generative_Network_arXiv2109.08622.pdf,Robustness / noise,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-066,06_robustness_and_noise_resilience,In situ backpropagation for deep learning in nanophotonic NNs,,,kb_markdown/06_robustness_and_noise_resilience/In_situ_backpropagation_for_deep_learning_in_nanophotonic_NNs_arXiv2205.08501.md,06_robustness_and_noise_resilience/In_situ_backpropagation_for_deep_learning_in_nanophotonic_NNs_arXiv2205.08501.pdf,Robustness / noise,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-067,06_robustness_and_noise_resilience,L2ight: Enabling On-Chip Learning for Optical Neural Networks via Efficient in-situ Subspace Optimization,arXiv arXiv2110.14807,2021,kb_markdown/06_robustness_and_noise_resilience/L2ight_Enabling_On-Chip_Learning_for_Optical_Neural_Networks_via_Efficient_in-situ_Subspace_Optimization_arXiv2110.14807.md,06_robustness_and_noise_resilience/L2ight_Enabling_On-Chip_Learning_for_Optical_Neural_Networks_via_Efficient_in-situ_Subspace_Optimization_arXiv2110.14807.pdf,Robustness / noise,true,in-situ subspace optimization,subspace/training objective,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: learning resources follow optimization subspace.
C1-068,06_robustness_and_noise_resilience,Light-Bound Transformers: Hardware-Anchored Robustness for Silicon-Photonic Neural Networks,arXiv 2604.04330,2026,kb_markdown/06_robustness_and_noise_resilience/Light-Bound_Transformers_Hardware_Robustness_arXiv2604.04330.md,06_robustness_and_noise_resilience/Light-Bound_Transformers_Hardware_Robustness_arXiv2604.04330.pdf,Robustness / noise,true,hardware-robust Transformer resource budgeting,hardware robustness/error bound,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: robustness budget is hardware-error driven.
C1-069,06_robustness_and_noise_resilience,Noisy Machines Understanding Noisy Neural Networks and Enhancing Robustness to Analog Hardware Errors Using Distillation,arXiv arXiv2001.04974,2020,kb_markdown/06_robustness_and_noise_resilience/Noisy_Machines_Understanding_Noisy_Neural_Networks_and_Enhancing_Robustness_to_Analog_Hardware_Errors_Using_Distillation_arXiv2001.04974.md,06_robustness_and_noise_resilience/Noisy_Machines_Understanding_Noisy_Neural_Networks_and_Enhancing_Robustness_to_Analog_Hardware_Errors_Using_Distillation_arXiv2001.04974.pdf,Robustness / noise,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-070,06_robustness_and_noise_resilience,ROBIN: A Robust Optical Binary Neural Network Accelerator,arXiv arXiv2107.05530,2021,kb_markdown/06_robustness_and_noise_resilience/ROBIN_A_Robust_Optical_Binary_Neural_Network_Accelerator_arXiv2107.05530.md,06_robustness_and_noise_resilience/ROBIN_A_Robust_Optical_Binary_Neural_Network_Accelerator_arXiv2107.05530.pdf,Robustness / noise,true,robust optical binary neural-network acceleration,binary representation and robustness target,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: robustness/resource choices are representation driven.
C1-071,06_robustness_and_noise_resilience,Resource-Efficient and Robust Inference of Deep and Bayesian Neural Networks on Embedded and Analog Computing Platforms,arXiv arXiv2510.24951,2025,kb_markdown/06_robustness_and_noise_resilience/Resource-Efficient_and_Robust_Inference_of_Deep_and_Bayesian_Neural_Networks_on_Embedded_and_Analog_Computing_Platforms_arXiv2510.24951.md,06_robustness_and_noise_resilience/Resource-Efficient_and_Robust_Inference_of_Deep_and_Bayesian_Neural_Networks_on_Embedded_and_Analog_Computing_Platforms_arXiv2510.24951.pdf,Robustness / noise,true,resource-efficient robust inference on analog platforms,robustness/uncertainty and embedded-resource target,false,false,source-page 3; metadata: contribution/key_claims/method_tags,RA-positive: resource policy is robustness/uncertainty driven.
C1-072,06_robustness_and_noise_resilience,Single chip photonic DNN with accelerated training,,,kb_markdown/06_robustness_and_noise_resilience/Single_chip_photonic_DNN_with_accelerated_training_arXiv2208.01623.md,06_robustness_and_noise_resilience/Single_chip_photonic_DNN_with_accelerated_training_arXiv2208.01623.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-073,06_robustness_and_noise_resilience,Symmetric silicon microring resonator optical,arXiv arXiv2401.16072,2024,kb_markdown/06_robustness_and_noise_resilience/Symmetric_silicon_microring_resonator_optical_crossbar_array_for_accelerated_inference_and_training_in_deep_learning_arXiv2401.16072.md,06_robustness_and_noise_resilience/Symmetric_silicon_microring_resonator_optical_crossbar_array_for_accelerated_inference_and_training_in_deep_learning_arXiv2401.16072.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-074,06_robustness_and_noise_resilience,The Unlikely Hero,arXiv arXiv2410.01289,2024,kb_markdown/06_robustness_and_noise_resilience/The_Unlikely_Hero_Toward_robust_mixed-signal_deep_neural_networks_with_non-ideal_photonic_components_arXiv2410.01289.md,06_robustness_and_noise_resilience/The_Unlikely_Hero_Toward_robust_mixed-signal_deep_neural_networks_with_non-ideal_photonic_components_arXiv2410.01289.pdf,Robustness / noise,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-075,07_photonic_core_and_platform_extensions,120 GOPS Photonic Tensor Core in Thin-film Lithium Niobate for Inference and in-situ Training,arXiv arXiv2311.16896,2023,kb_markdown/07_photonic_core_and_platform_extensions/120_GOPS_Photonic_Tensor_Core_in_Thin-film_Lithium_Niobate_for_Inference_and_in-situ_Training_arXiv2311.16896.md,07_photonic_core_and_platform_extensions/120_GOPS_Photonic_Tensor_Core_in_Thin-film_Lithium_Niobate_for_Inference_and_in-situ_Training_arXiv2311.16896.pdf,Photonic core / platform,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-076,07_photonic_core_and_platform_extensions,An integrated large-scale photonic accelerator with ultralow latency Nature2025,,,kb_markdown/07_photonic_core_and_platform_extensions/An_integrated_large-scale_photonic_accelerator_with_ultralow_latency_Nature2025.md,07_photonic_core_and_platform_extensions/An_integrated_large-scale_photonic_accelerator_with_ultralow_latency_Nature2025.pdf,Photonic core / platform,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-077,07_photonic_core_and_platform_extensions,DNN inference integrated reconfigurable photonic tensor processor NatCommun2026,,,kb_markdown/07_photonic_core_and_platform_extensions/DNN_inference_integrated_reconfigurable_photonic_tensor_processor_NatCommun2026.md,07_photonic_core_and_platform_extensions/DNN_inference_integrated_reconfigurable_photonic_tensor_processor_NatCommun2026.pdf,Photonic core / platform,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-078,07_photonic_core_and_platform_extensions,Deep Learning with Coherent Nanophotonic Circuits,,,kb_markdown/07_photonic_core_and_platform_extensions/Deep_Learning_with_Coherent_Nanophotonic_Circuits_arXiv1610.02365.md,07_photonic_core_and_platform_extensions/Deep_Learning_with_Coherent_Nanophotonic_Circuits_arXiv1610.02365.pdf,Photonic core / platform,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-079,07_photonic_core_and_platform_extensions,High-order tensor flow processing using integrated photonic circuits NatCommun2022,,,kb_markdown/07_photonic_core_and_platform_extensions/High-order_tensor_flow_processing_using_integrated_photonic_circuits_NatCommun2022.md,07_photonic_core_and_platform_extensions/High-order_tensor_flow_processing_using_integrated_photonic_circuits_NatCommun2022.pdf,Photonic core / platform,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-080,07_photonic_core_and_platform_extensions,High-precision programming of large-scale ring,arXiv arXiv2410.22064,2024,kb_markdown/07_photonic_core_and_platform_extensions/High-precision_programming_of_large-scale_ring_resonator_circuits_with_minimal_pre-calibration_arXiv2410.22064.md,07_photonic_core_and_platform_extensions/High-precision_programming_of_large-scale_ring_resonator_circuits_with_minimal_pre-calibration_arXiv2410.22064.pdf,Photonic core / platform,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-081,07_photonic_core_and_platform_extensions,Integrated platforms and techniques for photonic neural networks Nature2025,,,kb_markdown/07_photonic_core_and_platform_extensions/Integrated_platforms_and_techniques_for_photonic_neural_networks_Nature2025.md,07_photonic_core_and_platform_extensions/Integrated_platforms_and_techniques_for_photonic_neural_networks_Nature2025.pdf,Photonic core / platform,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-082,07_photonic_core_and_platform_extensions,Large-Scale Optical Neural Networks Photoelectric Multiplication,,,kb_markdown/07_photonic_core_and_platform_extensions/Large-Scale_Optical_Neural_Networks_Photoelectric_Multiplication_arXiv1812.07614.md,07_photonic_core_and_platform_extensions/Large-Scale_Optical_Neural_Networks_Photoelectric_Multiplication_arXiv1812.07614.pdf,Photonic core / platform,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-083,07_photonic_core_and_platform_extensions,Large-scale artificial intelligence with 41 million,arXiv arXiv2504.20416,2025,kb_markdown/07_photonic_core_and_platform_extensions/Large-scale_artificial_intelligence_with_41_million_nanophotonic_neurons_on_a_metasurface_arXiv2504.20416.md,07_photonic_core_and_platform_extensions/Large-scale_artificial_intelligence_with_41_million_nanophotonic_neurons_on_a_metasurface_arXiv2504.20416.pdf,Photonic core / platform,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-084,07_photonic_core_and_platform_extensions,Mirage: An RNS-Based Photonic Accelerator for DNN Training,arXiv arXiv2311.17323,2023,kb_markdown/07_photonic_core_and_platform_extensions/Mirage_An_RNS-Based_Photonic_Accelerator_for_DNN_Training_arXiv2311.17323.md,07_photonic_core_and_platform_extensions/Mirage_An_RNS-Based_Photonic_Accelerator_for_DNN_Training_arXiv2311.17323.pdf,Photonic core / platform,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-085,07_photonic_core_and_platform_extensions,Model for Integrated Photonic Tensor Core,arXiv arXiv2203.15439,2022,kb_markdown/07_photonic_core_and_platform_extensions/Model_for_Integrated_Photonic_Tensor_Core_arXiv2203.15439.md,07_photonic_core_and_platform_extensions/Model_for_Integrated_Photonic_Tensor_Core_arXiv2203.15439.pdf,Photonic core / platform,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-086,07_photonic_core_and_platform_extensions,Nonlinear unitary circuits for photonic neural networks,arXiv arXiv2412.04112,2024,kb_markdown/07_photonic_core_and_platform_extensions/Nonlinear_unitary_circuits_for_photonic_neural_networks_arXiv2412.04112.md,07_photonic_core_and_platform_extensions/Nonlinear_unitary_circuits_for_photonic_neural_networks_arXiv2412.04112.pdf,Photonic core / platform,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-087,07_photonic_core_and_platform_extensions,Photonic neuromorphic accelerator reconfigurable mesh CommEng2025,,,kb_markdown/07_photonic_core_and_platform_extensions/Photonic_neuromorphic_accelerator_reconfigurable_mesh_CommEng2025.md,07_photonic_core_and_platform_extensions/Photonic_neuromorphic_accelerator_reconfigurable_mesh_CommEng2025.pdf,Photonic core / platform,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-088,07_photonic_core_and_platform_extensions,Quantum-limited stochastic optical neural networks operating at a few quanta per,arXiv arXiv2307.15712,2023,kb_markdown/07_photonic_core_and_platform_extensions/Quantum-limited_stochastic_optical_neural_networks_operating_at_a_few_quanta_per_activation_arXiv2307.15712.md,07_photonic_core_and_platform_extensions/Quantum-limited_stochastic_optical_neural_networks_operating_at_a_few_quanta_per_activation_arXiv2307.15712.pdf,Photonic core / platform,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-089,07_photonic_core_and_platform_extensions,RF-Photonic Deep Learning Processor with,arXiv arXiv2207.06883,2022,kb_markdown/07_photonic_core_and_platform_extensions/RF-Photonic_Deep_Learning_Processor_with_Shannon-Limited_Data_Movement_arXiv2207.06883.md,07_photonic_core_and_platform_extensions/RF-Photonic_Deep_Learning_Processor_with_Shannon-Limited_Data_Movement_arXiv2207.06883.pdf,Photonic core / platform,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-090,07_photonic_core_and_platform_extensions,Self-Calibrated Universal Microring Weight Function,arXiv 2409.06604,2024,kb_markdown/07_photonic_core_and_platform_extensions/Self_Calibrated_Microring_Weight_Function_arXiv2409.06604.md,07_photonic_core_and_platform_extensions/Self_Calibrated_Microring_Weight_Function_arXiv2409.06604.pdf,Photonic core / platform,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-091,08_books_and_design_references,Silicon Photonics Design From Devices to Systems CN Translation,,,kb_markdown/08_books_and_design_references/Silicon_Photonics_Design_From_Devices_to_Systems_CN_Translation__chapters/INDEX.md,,Baseline / reference / context items,false,,,false,false,metadata block; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-092,08_books_and_design_references,Silicon Photonics Design From Devices to Systems CN Translation,,,kb_markdown/08_books_and_design_references/Silicon_Photonics_Design_From_Devices_to_Systems_CN_Translation.md,08_books_and_design_references/Silicon_Photonics_Design_From_Devices_to_Systems_CN_Translation.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-093,08_books_and_design_references,Cross-Domain Digital Design Reference Landmark,local,2026,kb_markdown/08_books_and_design_references/Cross_Domain_Digital_Design_Reference_Landmark.md,,Baseline / reference / context items,false,,,false,false,metadata block; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-094,09_wafer_scale_llm_systems,Benchmarking LLMs on the Cerebras Wafer Scale Engine,,,kb_markdown/09_wafer_scale_llm_systems/Benchmarking_LLMs_on_the_Cerebras_Wafer_Scale_Engine_arXiv2409.00287.md,09_wafer_scale_llm_systems/Benchmarking_LLMs_on_the_Cerebras_Wafer_Scale_Engine_arXiv2409.00287.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-095,09_wafer_scale_llm_systems,Cerebras Architecture Deep Dive HW SW Co Design HotChips2022,,,kb_markdown/09_wafer_scale_llm_systems/Cerebras_Architecture_Deep_Dive_HW_SW_Co_Design_HotChips2022.md,09_wafer_scale_llm_systems/Cerebras_Architecture_Deep_Dive_HW_SW_Co_Design_HotChips2022.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-096,09_wafer_scale_llm_systems,MLIR Lowering Pipeline for Stencils at Wafer-Scale,,,kb_markdown/09_wafer_scale_llm_systems/MLIR_Lowering_Pipeline_for_Stencils_at_Wafer-Scale_arXiv2601.17754.md,09_wafer_scale_llm_systems/MLIR_Lowering_Pipeline_for_Stencils_at_Wafer-Scale_arXiv2601.17754.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-097,09_wafer_scale_llm_systems,ETH Zurich,,,kb_markdown/09_wafer_scale_llm_systems/Near-Optimal_Wafer-Scale_Reduce_arXiv2404.15888.md,09_wafer_scale_llm_systems/Near-Optimal_Wafer-Scale_Reduce_arXiv2404.15888.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-098,09_wafer_scale_llm_systems,Record Acceleration 2D Ising Model Wafer Scale Engine,,,kb_markdown/09_wafer_scale_llm_systems/Record_Acceleration_2D_Ising_Model_Wafer_Scale_Engine_arXiv2404.16990.md,09_wafer_scale_llm_systems/Record_Acceleration_2D_Ising_Model_Wafer_Scale_Engine_arXiv2404.16990.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-099,09_wafer_scale_llm_systems,WaferLLM: Large Language Model Inference at Wafer Scale Congjie He1 Yeqi Huang1 Pei Mu1 Ziming Miao2 Jilong Xue2 Lingxiao Ma2 Fan Yang2 Luo Mai1,,,kb_markdown/09_wafer_scale_llm_systems/WaferLLM_A_Wafer-Scale_LLM_Inference_System_arXiv2502.04563.md,09_wafer_scale_llm_systems/WaferLLM_A_Wafer-Scale_LLM_Inference_System_arXiv2502.04563.pdf,Baseline / reference / context items,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-100,10_llm_electronic_accelerators,A3:Accelerating Attention Mechanisms in Neural Networks with Approximation,,,kb_markdown/10_llm_electronic_accelerators/A3_Accelerating_Attention_Mechanisms_with_Approximation_arXiv2002.10941.md,10_llm_electronic_accelerators/A3_Accelerating_Attention_Mechanisms_with_Approximation_arXiv2002.10941.pdf,Electronic LLM accelerators,true,attention approximation resource reduction,attention-score approximation target,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: approximation is attention-local.
